plot_code;lat;long;n_plots;plot_size_m2;sampled_area_ha;n_census;interval_length;plot_code_interval;year_i;year_f;year;forest_type;site_area_ha;c_stocks_i;c_stocks_f;c_gains;c_losses;net_c_sink;crt;ph;p;k;ca;mg;al;sb;cec;som;clay;map;cwd;mat;max_temp;elevation;co2_i;co2_f;co2_change;co2_atm
PNP_01;-15.120799;-44.227304;5;400;0.2;2;9;PNP_01_2011_2020;2011;2020;2015.5;Deciduous;1000;104.2105867;85.22294728;0.570983392;2.853508618;-2.282525227;149.2564382;6.561304348;55.16086957;183.4782609;9.609130435;1.778695652;0;11.85707995;11.87695652;5.203913043;33.04347826;731.7483741;878.0099899;23.38844017;29.25096714;756;391.65;411.44;2.47375;401.545
PNP_02;-15.05833333;-44.20694444;24;400;0.96;2;8;PNP_02_2012_2020;2012;2020;2016;Deciduous;800;82.35135453;50.45297219;0.510699497;4.788272569;-4.277573071;98.79189708;6.092;2.3224;125.7432;5.104;1.072;0.1;6.497593862;6.5976;2.8204;25.72;691.7388978;894.9807301;23.74595855;29.67550773;693;393.85;411.44;2.512857143;402.645
POC_01;-21.3292;-44.9717;26;300;0.78;3;5;POC_01_2000_2005;2000;2005;2002.5;Semideciduous;90;52.3564279;55.78628969;2.143227136;1.426043036;0.7171841;26.02910757;4.315384615;3.076923077;56.61538462;0.296153846;0.119230769;3.030769231;0.560180995;3.580769231;6.757692308;23.15384615;1633.469796;284.8137755;19.98360945;26.07709591;1029;369.55;379.8;2.05;374.675
POC_01;-21.3292;-44.9717;26;300;0.78;3;6;POC_01_2005_2011;2005;2011;2008;Semideciduous;90;55.78628969;61.79445227;2.157764017;1.101729307;1.05603471;28.63818832;4.315384615;3.076923077;56.61538462;0.296153846;0.119230769;3.030769231;0.560180995;3.580769231;6.757692308;23.15384615;1806.960348;240.3042466;19.96875299;26.06223953;1029;379.8;391.65;1.975;385.725
POC_03;-21.3292;-44.9717;14;300;0.42;8;5;POC_03_2001_2006;2001;2006;2003.5;Semideciduous;90;60.34491213;68.06979775;1.994373334;0.379099751;1.615273583;34.13092053;4.5;4.455263158;46.5;0.463157895;0.163157895;2.452631579;0.745241621;3.194736842;4.373684211;21.10526316;1659.66678;273.8099609;20.04644709;26.13993362;1029;371.14;381.9;2.152;376.52
POC_03;-21.3292;-44.9717;14;300;0.42;8;5;POC_03_2006_2011;2006;2011;2008.5;Semideciduous;90;68.06979775;73.58326519;2.817688904;1.664822863;1.152866041;26.11475847;4.5;4.455263158;46.5;0.463157895;0.163157895;2.452631579;0.745241621;3.194736842;4.373684211;21.10526316;1818.758673;247.3169965;19.94697343;26.04045999;1029;381.9;391.65;1.95;386.775
POC_03;-21.3292;-44.9717;14;300;0.42;8;1;POC_03_2011_2012;2011;2012;2011.5;Semideciduous;90;73.58326519;72.89633568;2.238470829;2.931651393;-0.693180563;32.56523816;4.5;4.455263158;46.5;0.463157895;0.163157895;2.452631579;0.745241621;3.194736842;4.373684211;21.10526316;1747.326196;282.1003525;19.95198748;26.04547418;1029;391.65;393.85;2.2;392.75
POC_03;-21.3292;-44.9717;14;300;0.42;8;1;POC_03_2012_2013;2012;2013;2012.5;Semideciduous;90;72.89633568;74.49210549;3.080399929;1.470108614;1.610291314;24.1826085;4.5;4.455263158;46.5;0.463157895;0.163157895;2.452631579;0.745241621;3.194736842;4.373684211;21.10526316;1566.474441;233.4301468;20.04907843;26.14256492;1029;393.85;396.52;2.67;395.185
POC_03;-21.3292;-44.9717;14;300;0.42;8;1;POC_03_2013_2014;2013;2014;2013.5;Semideciduous;90;74.49210549;74.09686706;2.054005987;2.452841086;-0.3988351;36.07431894;4.5;4.455263158;46.5;0.463157895;0.163157895;2.452631579;0.745241621;3.194736842;4.373684211;21.10526316;1371.814762;261.4755609;20.15646062;26.249947;1029;396.52;398.65;2.13;397.585
POC_03;-21.3292;-44.9717;14;300;0.42;8;1;POC_03_2014_2015;2014;2015;2014.5;Semideciduous;90;74.09686706;75.02876832;3.255313397;2.314931835;0.940381562;23.04809374;4.5;4.455263158;46.5;0.463157895;0.163157895;2.452631579;0.745241621;3.194736842;4.373684211;21.10526316;1376.874307;255.5638401;20.59487084;26.68835734;1029;398.65;400.83;2.18;399.74
POC_03;-21.3292;-44.9717;14;300;0.42;8;1;POC_03_2015_2016;2015;2016;2015.5;Semideciduous;90;75.02876832;74.17339103;2.305726589;3.168887811;-0.863161222;32.16920488;4.5;4.455263158;46.5;0.463157895;0.163157895;2.452631579;0.745241621;3.194736842;4.373684211;21.10526316;1464.496441;253.5854962;20.56930782;26.66279437;1029;400.83;404.24;3.41;402.535
SUB_01;-21.2214;-44.9631;48;400;1.92;4;4;SUB_01_2001_2005;2001;2005;2003;Semideciduous;12;88.12446209;91.71722476;2.882543299;1.951658491;0.930884809;31.81816029;4.653061224;1.12244898;58.40816327;1.420408163;0.867346939;0.863265306;2.437136594;3.251020408;2.551020408;34.02040816;1636.789479;285.3925008;20.40633243;26.47719083;933;371.14;379.8;2.165;375.47
SUB_01;-21.2214;-44.9631;48;400;1.92;4;6;SUB_01_2005_2011;2005;2011;2008;Semideciduous;12;91.71722476;94.20095021;2.475606464;2.039050319;0.436556144;38.05166596;4.653061224;1.12244898;58.40816327;1.420408163;0.867346939;0.863265306;2.437136594;3.251020408;2.551020408;34.02040816;1801.065253;242.2551692;20.30206806;26.37292652;933;379.8;391.65;1.975;385.725
SUB_01;-21.2214;-44.9631;48;400;1.92;4;5;SUB_01_2011_2016;2011;2016;2013.5;Semideciduous;12;94.20095021;94.5469126;3.0869955;3.014654765;0.072340735;30.62748637;4.653061224;1.12244898;58.40816327;1.420408163;0.867346939;0.863265306;2.437136594;3.251020408;2.551020408;34.02040816;1514.653494;269.0130842;20.55986973;26.6307282;933;391.65;404.24;2.518;397.945
SUB_02;-21.2278;-44.9639;126;400;5.04;8;5;SUB_02_1987_1992;1987;1992;1989.5;Semideciduous;6;59.52897398;66.7875265;2.482425567;0.964662234;1.517763332;26.90414061;4.176984127;2.144444444;36.98095238;0.392857143;0.10952381;1.801587302;0.596961394;2.40952381;5.688888889;59.47460317;1529.891197;215.4664024;19.65156018;25.5886764;947;349.19;356.45;1.452;352.82
SUB_02;-21.2278;-44.9639;126;400;5.04;8;4;SUB_02_1992_1996;1992;1996;1994;Semideciduous;6;66.7875265;69.91990419;2.434897526;1.623298466;0.81159906;28.71574818;4.176984127;2.144444444;36.98095238;0.392857143;0.10952381;1.801587302;0.596961394;2.40952381;5.688888889;59.47460317;1669.653177;241.8518372;19.77861667;25.9120426;947;356.45;362.61;1.54;359.53
SUB_02;-21.2278;-44.9639;126;400;5.04;8;5;SUB_02_1996_2001;1996;2001;1998.5;Semideciduous;6;69.91990419;72.73145518;1.987168198;1.399272887;0.587895311;36.60055311;4.176984127;2.144444444;36.98095238;0.392857143;0.10952381;1.801587302;0.596961394;2.40952381;5.688888889;59.47460317;1602.199265;255.0910805;19.98393147;25.99072783;947;362.61;371.14;1.706;366.875
SUB_02;-21.2278;-44.9639;126;400;5.04;8;5;SUB_02_2001_2006;2001;2006;2003.5;Semideciduous;6;72.73145518;77.52323707;2.220829362;1.21886777;1.001961593;34.90733614;4.176984127;2.144444444;36.98095238;0.392857143;0.10952381;1.801587302;0.596961394;2.40952381;5.688888889;59.47460317;1648.718041;277.6199262;20.33544334;26.39796308;947;371.14;381.9;2.152;376.52
SUB_02;-21.2278;-44.9639;126;400;5.04;8;4;SUB_02_2006_2010;2006;2010;2008;Semideciduous;6;77.52323707;77.90994285;2.194560102;2.094364634;0.100195468;35.501394;4.176984127;2.144444444;36.98095238;0.392857143;0.10952381;1.801587302;0.596961394;2.40952381;5.688888889;59.47460317;1793.305563;235.0447562;20.29159933;26.35411908;947;381.9;389.9;2;385.9
SUB_02;-21.2278;-44.9639;126;400;5.04;8;5;SUB_02_2010_2015;2010;2015;2012.5;Semideciduous;6;77.90994285;82.44062934;1.613497734;0.666131187;0.947366546;51.09435708;4.176984127;2.144444444;36.98095238;0.392857143;0.10952381;1.801587302;0.596961394;2.40952381;5.688888889;59.47460317;1588.116208;258.2084682;20.45148211;26.51400183;947;389.9;400.83;2.186;395.365
SUB_02;-21.2278;-44.9639;126;400;5.04;8;3;SUB_02_2015_2018;2015;2018;2016.5;Semideciduous;6;82.44062934;80.94954283;1.79581803;2.306415754;-0.510597724;45.07669567;4.176984127;2.144444444;36.98095238;0.392857143;0.10952381;1.801587302;0.596961394;2.40952381;5.688888889;59.47460317;1432.575925;277.5551696;20.77282755;26.83534735;947;400.83;408.52;2.563333333;404.675
SUB_03;-21.2737;-44.882;28;400;1.12;6;5;SUB_03_1998_2003;1998;2003;2000.5;Semideciduous;11;89.63952099;94.63950352;2.291091779;1.245595433;1.045496346;41.30760032;4.603571429;1.392857143;36.25;1.753571429;0.596428571;1.292857143;2.442710997;3.75;3.971428571;36.42857143;1562.734599;304.7297207;20.5966318;26.74967028;840;366.7;375.8;1.82;371.25
SUB_03;-21.2737;-44.882;28;400;1.12;6;5;SUB_03_2003_2008;2003;2008;2005.5;Semideciduous;11;94.63950352;99.8670039;2.827049938;1.733979608;1.09307033;35.32551815;4.603571429;1.392857143;36.25;1.753571429;0.596428571;1.292857143;2.442710997;3.75;3.971428571;36.42857143;1674.289259;276.2377167;20.61170564;26.7647441;840;375.8;385.6;1.96;380.7
SUB_03;-21.2737;-44.882;28;400;1.12;6;7;SUB_03_2008_2015;2008;2015;2011.5;Semideciduous;11;99.8670039;103.6708738;2.574917105;1.996891906;0.578025199;40.26182963;4.603571429;1.392857143;36.25;1.753571429;0.596428571;1.292857143;2.442710997;3.75;3.971428571;36.42857143;1696.429235;247.6414583;20.7760941;26.92913257;840;385.6;400.83;2.175714286;393.215
SUB_03;-21.2737;-44.882;28;400;1.12;6;3;SUB_03_2015_2018;2015;2018;2016.5;Semideciduous;11;103.6708738;95.41805816;1.825089902;4.651129063;-2.826039161;52.28129205;4.603571429;1.392857143;36.25;1.753571429;0.596428571;1.292857143;2.442710997;3.75;3.971428571;36.42857143;1432.434334;283.151391;21.15482958;27.30786811;840;400.83;408.52;2.563333333;404.675
SUB_03;-21.2737;-44.882;28;400;1.12;6;2;SUB_03_2018_2020;2018;2020;2019;Semideciduous;11;95.41805816;90.05334423;2.568123258;5.299299122;-2.731175864;35.06581856;4.603571429;1.392857143;36.25;1.753571429;0.596428571;1.292857143;2.442710997;3.75;3.971428571;36.42857143;1387.928012;320.8604096;21.27835685;27.43139515;840;408.52;411.44;2.92;409.98
SUB_04;-21.21666667;-44.98027778;29;400;1.16;4;5;SUB_04_2000_2005;2000;2005;2002.5;Semideciduous;4;117.7720825;115.4961547;2.048741564;2.524638062;-0.475896498;56.37419415;5.089655172;1.172413793;52.27586207;2.755172414;1.693103448;0.606896552;4.581973719;5.186206897;4.120689655;51.72413793;1604.124074;290.2354431;20.5492526;26.65353498;882;369.55;379.8;2.05;374.675
SUB_04;-21.21666667;-44.98027778;29;400;1.16;4;6;SUB_04_2005_2011;2005;2011;2008;Semideciduous;4;115.4961547;115.0514879;2.414282631;2.492440237;-0.078157606;47.6545233;5.089655172;1.172413793;52.27586207;2.755172414;1.693103448;0.606896552;4.581973719;5.186206897;4.120689655;51.72413793;1777.963046;243.7666242;20.53569011;26.63997261;882;379.8;391.65;1.975;385.725
SUB_04;-21.21666667;-44.98027778;29;400;1.16;4;6;SUB_04_2011_2017;2011;2017;2014;Semideciduous;4;115.0514879;112.0348597;1.814022373;2.344245045;-0.530222672;61.76046194;5.089655172;1.172413793;52.27586207;2.755172414;1.693103448;0.606896552;4.581973719;5.186206897;4.120689655;51.72413793;1469.090957;272.4248516;20.82536846;26.929651;882;391.65;406.55;2.483333333;399.1
SUB_05;-21.15;-44.9;15;400;0.6;4;2;SUB_05_2003_2005;2003;2005;2004;Semideciduous;59;86.90306326;88.85193341;3.168094636;2.175924841;0.992169795;28.04585835;4.787719298;2.151378446;59.65551378;1.470050125;0.572180451;1.315288221;2.194802222;3.554260652;4.331103679;37.4729097;1740.130267;298.3279185;20.64903124;26.67817005;848;375.8;379.8;2;377.8
SUB_05;-21.15;-44.9;15;400;0.6;4;2;SUB_05_2005_2007;2005;2007;2006;Semideciduous;59;88.85193341;93.91414216;3.772398973;1.195228497;2.577170475;24.8950715;4.787719298;2.151378446;59.65551378;1.470050125;0.572180451;1.315288221;2.194802222;3.554260652;4.331103679;37.4729097;1647.93003;259.7712104;20.81819113;26.84732999;848;379.8;383.79;1.995;381.795
SUB_05;-21.15;-44.9;15;400;0.6;4;4;SUB_05_2007_2011;2007;2011;2009;Semideciduous;59;93.91414216;102.047143;3.320439083;1.213178572;2.107260511;30.73302669;4.787719298;2.151378446;59.65551378;1.470050125;0.572180451;1.315288221;2.194802222;3.554260652;4.331103679;37.4729097;1894.700745;260.6213918;20.69968222;26.72882111;848;383.79;391.65;1.965;387.72
